year,month,day,tank,size,trt,Leftover (g)
2017,1,20,10,large,2.0%,0.702
2017,1,20,11,small,1.0%,0.121
2017,1,20,12,small,0.5%,0.000
2017,1,20,13,small,1.0%,0.080
2017,1,20,14,small,2.0%,0.426
2017,1,20,15,small,0.0%,0.000
2017,1,20,16,small,0.5%,0.000
2017,1,20,17,small,2.0%,0.465
2017,1,20,18,large,0.0%,0.000
2017,1,20,19,small,1.0%,0.000
2017,1,20,20,large,0.5%,0.000
2017,1,20,21,small,0.0%,0.000
2017,1,20,22,small,2.0%,0.463
2017,1,20,23,large,0.5%,0.000
2017,1,20,24,small,1.0%,0.078
2017,1,20,25,large,0.0%,0.000
2017,1,20,26,small,1.0%,0.148
2017,1,20,27,small,2.0%,0.547
2017,1,20,28,small,0.5%,0.000
2017,1,20,29,small,0.5%,0.000
2017,1,20,30,small,2.0%,0.649
2017,1,20,31,small,0.0%,0.000
2017,1,20,32,large,1.0%,0.091
2017,1,20,33,small,0.5%,0.000
2017,1,20,34,large,1.0%,0.230
2017,1,20,35,small,0.0%,0.000
2017,1,20,36,large,2.0%,1.070
2017,1,21,1,large,0.5%,0.000
2017,1,21,2,large,2.0%,0.880
2017,1,21,3,small,0.0%,0.000
2017,1,21,4,small,1.0%,0.096
2017,1,21,5,large,1.0%,0.220
2017,1,21,6,large,0.0%,0.000
2017,1,21,7,small,2.0%,0.361
2017,1,21,8,small,0.5%,0.000
2017,1,21,9,small,0.0%,0.000
2017,1,21,10,large,2.0%,0.771
2017,1,21,11,small,1.0%,0.194
2017,1,21,12,small,0.5%,0.000
2017,1,21,13,small,1.0%,0.193
2017,1,21,14,small,2.0%,0.480
2017,1,21,15,small,0.0%,0.000
2017,1,21,16,small,0.5%,0.000
2017,1,21,17,small,2.0%,0.368
2017,1,21,18,large,0.0%,0.000
2017,1,21,19,small,1.0%,0.090
2017,1,21,20,large,0.5%,0.000
2017,1,21,21,small,0.0%,0.000
2017,1,21,22,small,2.0%,0.471
2017,1,21,23,large,0.5%,0.000
2017,1,21,24,small,1.0%,0.109
2017,1,21,25,large,0.0%,0.000
2017,1,21,26,small,1.0%,0.093
2017,1,21,27,small,2.0%,0.506
2017,1,21,28,small,0.5%,0.000
2017,1,21,29,small,0.5%,0.000
2017,1,21,30,small,2.0%,0.556
2017,1,21,31,small,0.0%,0.000
2017,1,21,32,large,1.0%,0.247
2017,1,21,33,small,0.5%,0.000
2017,1,21,34,large,1.0%,0.352
2017,1,21,35,small,0.0%,0.000
2017,1,21,36,large,2.0%,1.139
2017,1,22,1,large,0.5%,0.000
2017,1,22,2,large,2.0%,0.879
2017,1,22,3,small,0.0%,0.000
2017,1,22,4,small,1.0%,0.123
2017,1,22,5,large,1.0%,0.382
2017,1,22,6,large,0.0%,0.000
2017,1,22,7,small,2.0%,0.384
2017,1,22,8,small,0.5%,0.000
2017,1,22,9,small,0.0%,0.000
2017,1,22,10,large,2.0%,0.860
2017,1,22,11,small,1.0%,0.150
2017,1,22,12,small,0.5%,0.000
2017,1,22,13,small,1.0%,0.080
2017,1,22,14,small,2.0%,0.594
2017,1,22,15,small,0.0%,0.000
2017,1,22,16,small,0.5%,0.000
2017,1,22,17,small,2.0%,0.476
2017,1,22,18,large,0.0%,0.000
2017,1,22,19,small,1.0%,0.195
2017,1,22,20,large,0.5%,0.000
2017,1,22,21,small,0.0%,0.000
2017,1,22,22,small,2.0%,0.404
2017,1,22,23,large,0.5%,0.000
2017,1,22,24,small,1.0%,0.143
2017,1,22,25,large,0.0%,0.000
2017,1,22,26,small,1.0%,0.140
2017,1,22,27,small,2.0%,0.522
2017,1,22,28,small,0.5%,0.000
2017,1,22,29,small,0.5%,0.000
2017,1,22,30,small,2.0%,0.570
2017,1,22,31,small,0.0%,0.000
2017,1,22,32,large,1.0%,0.286
2017,1,22,33,small,0.5%,0.000
2017,1,22,34,large,1.0%,0.413
2017,1,22,35,small,0.0%,0.000
2017,1,22,36,large,2.0%,1.210
2017,1,23,1,large,0.5%,0.000
2017,1,23,2,large,2.0%,0.915
2017,1,23,3,small,0.0%,0.000
2017,1,23,4,small,1.0%,0.110
2017,1,23,5,large,1.0%,0.313
2017,1,23,6,large,0.0%,0.000
2017,1,23,7,small,2.0%,0.359
2017,1,23,8,small,0.5%,0.000
2017,1,23,9,small,0.0%,0.000
2017,1,23,10,large,2.0%,0.761
2017,1,23,11,small,1.0%,0.156
2017,1,23,12,small,0.5%,0.000
2017,1,23,13,small,1.0%,0.177
2017,1,23,14,small,2.0%,0.407
2017,1,23,15,small,0.0%,0.000
2017,1,23,16,small,0.5%,0.000
2017,1,23,17,small,2.0%,0.407
2017,1,23,18,large,0.0%,0.000
2017,1,23,19,small,1.0%,0.088
2017,1,23,20,large,0.5%,0.000
2017,1,23,21,small,0.0%,0.000
2017,1,23,22,small,2.0%,0.467
2017,1,23,23,large,0.5%,0.000
2017,1,23,24,small,1.0%,0.143
2017,1,23,25,large,0.0%,0.000
2017,1,23,26,small,1.0%,0.119
2017,1,23,27,small,2.0%,0.584
2017,1,23,28,small,0.5%,0.000
2017,1,23,29,small,0.5%,0.000
2017,1,23,30,small,2.0%,0.571
2017,1,23,31,small,0.0%,0.000
2017,1,23,32,large,1.0%,0.199
2017,1,23,33,small,0.5%,0.000
2017,1,23,34,large,1.0%,0.371
2017,1,23,35,small,0.0%,0.000
2017,1,23,36,large,2.0%,1.157
2017,1,24,1,large,0.5%,0.000
2017,1,24,2,large,2.0%,0.820
2017,1,24,3,small,0.0%,0.000
2017,1,24,4,small,1.0%,0.070
2017,1,24,5,large,1.0%,0.134
2017,1,24,6,large,0.0%,0.000
2017,1,24,7,small,2.0%,0.336
2017,1,24,8,small,0.5%,0.000
2017,1,24,9,small,0.0%,0.000
2017,1,24,10,large,2.0%,0.799
2017,1,24,11,small,1.0%,0.144
2017,1,24,12,small,0.5%,0.000
2017,1,24,13,small,1.0%,0.104
2017,1,24,14,small,2.0%,0.392
2017,1,24,15,small,0.0%,0.000
2017,1,24,16,small,0.5%,0.000
2017,1,24,17,small,2.0%,0.453
2017,1,24,18,large,0.0%,0.000
2017,1,24,19,small,1.0%,0.087
2017,1,24,20,large,0.5%,0.000
2017,1,24,21,small,0.0%,0.000
2017,1,24,22,small,2.0%,0.416
2017,1,24,23,large,0.5%,0.000
2017,1,24,24,small,1.0%,0.069
2017,1,24,25,large,0.0%,0.000
2017,1,24,26,small,1.0%,0.082
2017,1,24,27,small,2.0%,0.540
2017,1,24,28,small,0.5%,0.000
2017,1,24,29,small,0.5%,0.000
2017,1,24,30,small,2.0%,0.537
2017,1,24,31,small,0.0%,0.000
2017,1,24,32,large,1.0%,0.384
2017,1,24,33,small,0.5%,0.000
2017,1,24,34,large,1.0%,0.168
2017,1,24,35,small,0.0%,0.000
2017,1,24,36,large,2.0%,1.113
2017,1,25,1,large,0.5%,0.000
2017,1,25,2,large,2.0%,0.978
2017,1,25,3,small,0.0%,0.000
2017,1,25,4,small,1.0%,0.119
2017,1,25,5,large,1.0%,0.467
2017,1,25,6,large,0.0%,0.000
2017,1,25,7,small,2.0%,0.428
2017,1,25,8,small,0.5%,0.000
2017,1,25,9,small,0.0%,0.000
2017,1,25,10,large,2.0%,0.838
2017,1,25,11,small,1.0%,0.129
2017,1,25,12,small,0.5%,0.000
2017,1,25,13,small,1.0%,0.119
2017,1,25,14,small,2.0%,0.366
2017,1,25,15,small,0.0%,0.000
2017,1,25,16,small,0.5%,0.000
2017,1,25,17,small,2.0%,0.433
2017,1,25,18,large,0.0%,0.000
2017,1,25,19,small,1.0%,0.090
2017,1,25,20,large,0.5%,0.000
2017,1,25,21,small,0.0%,0.000
2017,1,25,22,small,2.0%,0.367
2017,1,25,23,large,0.5%,0.000
2017,1,25,24,small,1.0%,0.115
2017,1,25,25,large,0.0%,0.000
2017,1,25,26,small,1.0%,0.164
2017,1,25,27,small,2.0%,0.527
2017,1,25,28,small,0.5%,0.000
2017,1,25,29,small,0.5%,0.000
2017,1,25,30,small,2.0%,0.596
2017,1,25,31,small,0.0%,0.000
2017,1,25,32,large,1.0%,0.190
2017,1,25,33,small,0.5%,0.000
2017,1,25,34,large,1.0%,0.499
2017,1,25,35,small,0.0%,0.000
2017,1,25,36,large,2.0%,1.311
2017,1,26,1,large,0.5%,0.000
2017,1,26,2,large,2.0%,0.957
2017,1,26,3,small,0.0%,0.000
2017,1,26,4,small,1.0%,0.139
2017,1,26,5,large,1.0%,0.348
2017,1,26,6,large,0.0%,0.000
2017,1,26,7,small,2.0%,0.445
2017,1,26,8,small,0.5%,0.000
2017,1,26,9,small,0.0%,0.000
2017,1,26,10,large,2.0%,0.924
2017,1,26,11,small,1.0%,0.156
2017,1,26,12,small,0.5%,0.000
2017,1,26,13,small,1.0%,0.131
2017,1,26,14,small,2.0%,0.440
2017,1,26,15,small,0.0%,0.000
2017,1,26,16,small,0.5%,0.000
2017,1,26,17,small,2.0%,0.354
2017,1,26,18,large,0.0%,0.000
2017,1,26,19,small,1.0%,0.122
2017,1,26,20,large,0.5%,0.000
2017,1,26,21,small,0.0%,0.000
2017,1,26,22,small,2.0%,0.520
2017,1,26,23,large,0.5%,0.000
2017,1,26,24,small,1.0%,0.155
2017,1,26,25,large,0.0%,0.000
2017,1,26,26,small,1.0%,0.237
2017,1,26,27,small,2.0%,0.552
2017,1,26,28,small,0.5%,0.000
2017,1,26,29,small,0.5%,0.000
2017,1,26,30,small,2.0%,0.572
2017,1,26,31,small,0.0%,0.000
2017,1,26,32,large,1.0%,0.433
2017,1,26,33,small,0.5%,0.000
2017,1,26,34,large,1.0%,0.494
2017,1,26,35,small,0.0%,0.000
2017,1,26,36,large,2.0%,1.385
2017,1,27,1,large,0.5%,0.000
2017,1,27,2,large,2.0%,0.744
2017,1,27,3,small,0.0%,0.000
2017,1,27,4,small,1.0%,0.043
2017,1,27,5,large,1.0%,0.088
2017,1,27,6,large,0.0%,0.000
2017,1,27,7,small,2.0%,0.401
2017,1,27,8,small,0.5%,0.000
2017,1,27,9,small,0.0%,0.000
2017,1,27,10,large,2.0%,0.668
2017,1,27,11,small,1.0%,0.082
2017,1,27,12,small,0.5%,0.000
2017,1,27,13,small,1.0%,0.058
2017,1,27,14,small,2.0%,0.294
2017,1,27,15,small,0.0%,0.000
2017,1,27,16,small,0.5%,0.000
2017,1,27,17,small,2.0%,0.384
2017,1,27,18,large,0.0%,0.000
2017,1,27,19,small,1.0%,0.099
2017,1,27,20,large,0.5%,0.000
2017,1,27,21,small,0.0%,0.000
2017,1,27,22,small,2.0%,0.452
2017,1,27,23,large,0.5%,0.000
2017,1,27,24,small,1.0%,0.014
2017,1,27,25,large,0.0%,0.000
2017,1,27,26,small,1.0%,0.057
2017,1,27,27,small,2.0%,0.415
2017,1,27,28,small,0.5%,0.000
2017,1,27,29,small,0.5%,0.000
2017,1,27,30,small,2.0%,0.549
2017,1,27,31,small,0.0%,0.000
2017,1,27,32,large,1.0%,0.136
2017,1,27,33,small,0.5%,0.000
2017,1,27,34,large,1.0%,0.170
2017,1,27,35,small,0.0%,0.000
2017,1,27,36,large,2.0%,0.955
2017,1,28,1,large,0.5%,0.000
2017,1,28,2,large,2.0%,1.033
2017,1,28,3,small,0.0%,0.000
2017,1,28,4,small,1.0%,0.069
2017,1,28,5,large,1.0%,0.394
2017,1,28,6,large,0.0%,0.000
2017,1,28,7,small,2.0%,0.353
2017,1,28,8,small,0.5%,0.000
2017,1,28,9,small,0.0%,0.000
2017,1,28,10,large,2.0%,0.857
2017,1,28,11,small,1.0%,0.135
2017,1,28,12,small,0.5%,0.000
2017,1,28,13,small,1.0%,0.188
2017,1,28,14,small,2.0%,0.405
2017,1,28,15,small,0.0%,0.000
2017,1,28,16,small,0.5%,0.000
2017,1,28,17,small,2.0%,0.419
2017,1,28,18,large,0.0%,0.000
2017,1,28,19,small,1.0%,0.041
2017,1,28,20,large,0.5%,0.000
2017,1,28,21,small,0.0%,0.000
2017,1,28,22,small,2.0%,0.466
2017,1,28,23,large,0.5%,0.000
2017,1,28,24,small,1.0%,0.106
2017,1,28,25,large,0.0%,0.000
2017,1,28,26,small,1.0%,0.121
2017,1,28,27,small,2.0%,0.490
2017,1,28,28,small,0.5%,0.000
2017,1,28,29,small,0.5%,0.000
2017,1,28,30,small,2.0%,0.616
2017,1,28,31,small,0.0%,0.000
2017,1,28,32,large,1.0%,0.392
2017,1,28,33,small,0.5%,0.000
2017,1,28,34,large,1.0%,0.527
2017,1,28,35,small,0.0%,0.000
2017,1,28,36,large,2.0%,1.429
2017,1,29,1,large,0.5%,0.000
2017,1,29,2,large,2.0%,0.000
2017,1,29,3,small,0.0%,0.000
2017,1,29,4,small,1.0%,0.000
2017,1,29,5,large,1.0%,0.000
2017,1,29,6,large,0.0%,0.000
2017,1,29,7,small,2.0%,0.000
2017,1,29,8,small,0.5%,0.000
2017,1,29,9,small,0.0%,0.000
2017,1,29,10,large,2.0%,0.000
2017,1,29,11,small,1.0%,0.000
2017,1,29,12,small,0.5%,0.000
2017,1,29,13,small,1.0%,0.000
2017,1,29,14,small,2.0%,0.000
2017,1,29,15,small,0.0%,0.000
2017,1,29,16,small,0.5%,0.000
2017,1,29,17,small,2.0%,0.000
2017,1,29,18,large,0.0%,0.000
2017,1,29,19,small,1.0%,0.162
2017,1,29,20,large,0.5%,0.000
2017,1,29,21,small,0.0%,0.000
2017,1,29,22,small,2.0%,0.435
2017,1,29,23,large,0.5%,0.000
2017,1,29,24,small,1.0%,0.160
2017,1,29,25,large,0.0%,0.000
2017,1,29,26,small,1.0%,0.140
2017,1,29,27,small,2.0%,0.478
2017,1,29,28,small,0.5%,0.000
2017,1,29,29,small,0.5%,0.000
2017,1,29,30,small,2.0%,0.474
2017,1,29,31,small,0.0%,0.000
2017,1,29,32,large,1.0%,0.294
2017,1,29,33,small,0.5%,0.000
2017,1,29,34,large,1.0%,0.326
2017,1,29,35,small,0.0%,0.000
2017,1,29,36,large,2.0%,1.189
2017,1,30,1,large,0.5%,0.000
2017,1,30,2,large,2.0%,0.000
2017,1,30,3,small,0.0%,0.000
2017,1,30,4,small,1.0%,0.000
2017,1,30,5,large,1.0%,0.000
2017,1,30,6,large,0.0%,0.000
2017,1,30,7,small,2.0%,0.000
2017,1,30,8,small,0.5%,0.000
2017,1,30,9,small,0.0%,0.000
2017,1,30,10,large,2.0%,0.000
2017,1,30,11,small,1.0%,0.000
2017,1,30,12,small,0.5%,0.000
2017,1,30,13,small,1.0%,0.000
2017,1,30,14,small,2.0%,0.000
2017,1,30,15,small,0.0%,0.000
2017,1,30,16,small,0.5%,0.000
2017,1,30,17,small,2.0%,0.000
2017,1,30,18,large,0.0%,0.000
2017,1,30,19,small,1.0%,0.000
2017,1,30,20,large,0.5%,0.000
2017,1,30,21,small,0.0%,0.000
2017,1,30,22,small,2.0%,0.000
2017,1,30,23,large,0.5%,0.000
2017,1,30,24,small,1.0%,0.000
2017,1,30,25,large,0.0%,0.000
2017,1,30,26,small,1.0%,0.000
2017,1,30,27,small,2.0%,0.000
2017,1,30,28,small,0.5%,0.000
2017,1,30,29,small,0.5%,0.000
2017,1,30,30,small,2.0%,0.000
2017,1,30,31,small,0.0%,0.000
2017,1,30,32,large,1.0%,0.000
2017,1,30,33,small,0.5%,0.000
2017,1,30,34,large,1.0%,0.000
2017,1,30,35,small,0.0%,0.000
2017,1,30,36,large,2.0%,0.000
2017,1,31,1,large,0.5%,0.000
2017,1,31,2,large,2.0%,1.035
2017,1,31,3,small,0.0%,0.000
2017,1,31,4,small,1.0%,0.038
2017,1,31,5,large,1.0%,0.380
2017,1,31,6,large,0.0%,0.000
2017,1,31,7,small,2.0%,0.431
2017,1,31,8,small,0.5%,0.000
2017,1,31,9,small,0.0%,0.000
2017,1,31,10,large,2.0%,1.001
2017,1,31,11,small,1.0%,0.119
2017,1,31,12,small,0.5%,0.000
2017,1,31,13,small,1.0%,0.098
2017,1,31,14,small,2.0%,0.319
2017,1,31,15,small,0.0%,0.000
2017,1,31,16,small,0.5%,0.000
2017,1,31,17,small,2.0%,0.318
2017,1,31,18,large,0.0%,0.000
2017,1,31,19,small,1.0%,0.000
2017,1,31,20,large,0.5%,0.000
2017,1,31,21,small,0.0%,0.000
2017,1,31,22,small,2.0%,0.000
2017,1,31,23,large,0.5%,0.000
2017,1,31,24,small,1.0%,0.000
2017,1,31,25,large,0.0%,0.000
2017,1,31,26,small,1.0%,0.000
2017,1,31,27,small,2.0%,0.000
2017,1,31,28,small,0.5%,0.000
2017,1,31,29,small,0.5%,0.000
2017,1,31,30,small,2.0%,0.000
2017,1,31,31,small,0.0%,0.000
2017,1,31,32,large,1.0%,0.000
2017,1,31,33,small,0.5%,0.000
2017,1,31,34,large,1.0%,0.000
2017,1,31,35,small,0.0%,0.000
2017,1,31,36,large,2.0%,0.000
2017,2,1,1,large,0.5%,0.000
2017,2,1,2,large,2.0%,0.884
2017,2,1,3,small,0.0%,0.000
2017,2,1,4,small,1.0%,0.112
2017,2,1,5,large,1.0%,0.254
2017,2,1,6,large,0.0%,0.000
2017,2,1,7,small,2.0%,0.474
2017,2,1,8,small,0.5%,0.000
2017,2,1,9,small,0.0%,0.000
2017,2,1,10,large,2.0%,0.907
2017,2,1,11,small,1.0%,0.087
2017,2,1,12,small,0.5%,0.000
2017,2,1,13,small,1.0%,0.117
2017,2,1,14,small,2.0%,0.475
2017,2,1,15,small,0.0%,0.000
2017,2,1,16,small,0.5%,0.000
2017,2,1,17,small,2.0%,0.375
2017,2,1,18,large,0.0%,0.000
2017,2,1,19,small,1.0%,0.094
2017,2,1,20,large,0.5%,0.000
2017,2,1,21,small,0.0%,0.000
2017,2,1,22,small,2.0%,0.490
2017,2,1,23,large,0.5%,0.000
2017,2,1,24,small,1.0%,0.180
2017,2,1,25,large,0.0%,0.000
2017,2,1,26,small,1.0%,0.000
2017,2,1,27,small,2.0%,0.485
2017,2,1,28,small,0.5%,0.000
2017,2,1,29,small,0.5%,0.000
2017,2,1,30,small,2.0%,0.570
2017,2,1,31,small,0.0%,0.000
2017,2,1,32,large,1.0%,0.000
2017,2,1,33,small,0.5%,0.000
2017,2,1,34,large,1.0%,0.000
2017,2,1,35,small,0.0%,0.000
2017,2,1,36,large,2.0%,1.329
2017,2,2,1,large,0.5%,0.000
2017,2,2,2,large,2.0%,0.000
2017,2,2,3,small,0.0%,0.000
2017,2,2,4,small,1.0%,0.131
2017,2,2,5,large,1.0%,0.609
2017,2,2,6,large,0.0%,0.000
2017,2,2,7,small,2.0%,0.475
2017,2,2,8,small,0.5%,0.000
2017,2,2,9,small,0.0%,0.000
2017,2,2,10,large,2.0%,1.208
2017,2,2,11,small,1.0%,0.095
2017,2,2,12,small,0.5%,0.000
2017,2,2,13,small,1.0%,0.231
2017,2,2,14,small,2.0%,0.000
2017,2,2,15,small,0.0%,0.000
2017,2,2,16,small,0.5%,0.000
2017,2,2,17,small,2.0%,0.478
2017,2,2,18,large,0.0%,0.000
2017,2,2,19,small,1.0%,0.183
2017,2,2,20,large,0.5%,0.000
2017,2,2,21,small,0.0%,0.000
2017,2,2,22,small,2.0%,0.529
2017,2,2,23,large,0.5%,0.000
2017,2,2,24,small,1.0%,0.341
2017,2,2,25,large,0.0%,0.000
2017,2,2,26,small,1.0%,0.276
2017,2,2,27,small,2.0%,0.699
2017,2,2,28,small,0.5%,0.000
2017,2,2,29,small,0.5%,0.000
2017,2,2,30,small,2.0%,0.716
2017,2,2,31,small,0.0%,0.000
2017,2,2,32,large,1.0%,0.594
2017,2,2,33,small,0.5%,0.000
2017,2,2,34,large,1.0%,0.689
2017,2,2,35,small,0.0%,0.000
2017,2,2,36,large,2.0%,1.768
2017,2,3,1,large,0.5%,0.000
2017,2,3,2,large,2.0%,0.983
2017,2,3,3,small,0.0%,0.000
2017,2,3,4,small,1.0%,0.135
2017,2,3,5,large,1.0%,0.319
2017,2,3,6,large,0.0%,0.000
2017,2,3,7,small,2.0%,0.423
2017,2,3,8,small,0.5%,0.000
2017,2,3,9,small,0.0%,0.000
2017,2,3,10,large,2.0%,0.895
2017,2,3,11,small,1.0%,0.097
2017,2,3,12,small,0.5%,0.000
2017,2,3,13,small,1.0%,0.082
2017,2,3,14,small,2.0%,0.425
2017,2,3,15,small,0.0%,0.000
2017,2,3,16,small,0.5%,0.000
2017,2,3,17,small,2.0%,0.444
2017,2,3,18,large,0.0%,0.000
2017,2,3,19,small,1.0%,0.198
2017,2,3,20,large,0.5%,0.000
2017,2,3,21,small,0.0%,0.000
2017,2,3,22,small,2.0%,0.480
2017,2,3,23,large,0.5%,0.000
2017,2,3,24,small,1.0%,0.200
2017,2,3,25,large,0.0%,0.000
2017,2,3,26,small,1.0%,0.170
2017,2,3,27,small,2.0%,0.511
2017,2,3,28,small,0.5%,0.000
2017,2,3,29,small,0.5%,0.000
2017,2,3,30,small,2.0%,0.736
2017,2,3,31,small,0.0%,0.000
2017,2,3,32,large,1.0%,0.326
2017,2,3,33,small,0.5%,0.000
2017,2,3,34,large,1.0%,0.418
2017,2,3,35,small,0.0%,0.000
2017,2,3,36,large,2.0%,1.386
2017,2,4,1,large,0.5%,0.000
2017,2,4,2,large,2.0%,1.112
2017,2,4,3,small,0.0%,0.000
2017,2,4,4,small,1.0%,0.000
2017,2,4,5,large,1.0%,0.481
2017,2,4,6,large,0.0%,0.000
2017,2,4,7,small,2.0%,0.425
2017,2,4,8,small,0.5%,0.000
2017,2,4,9,small,0.0%,0.000
2017,2,4,10,large,2.0%,0.940
2017,2,4,11,small,1.0%,0.094
2017,2,4,12,small,0.5%,0.000
2017,2,4,13,small,1.0%,0.202
2017,2,4,14,small,2.0%,0.411
2017,2,4,15,small,0.0%,0.000
2017,2,4,16,small,0.5%,0.000
2017,2,4,17,small,2.0%,0.345
2017,2,4,18,large,0.0%,0.000
2017,2,4,19,small,1.0%,0.110
2017,2,4,20,large,0.5%,0.000
2017,2,4,21,small,0.0%,0.000
2017,2,4,22,small,2.0%,0.546
2017,2,4,23,large,0.5%,0.000
2017,2,4,24,small,1.0%,0.240
2017,2,4,25,large,0.0%,0.000
2017,2,4,26,small,1.0%,0.143
2017,2,4,27,small,2.0%,0.594
2017,2,4,28,small,0.5%,0.000
2017,2,4,29,small,0.5%,0.000
2017,2,4,30,small,2.0%,0.620
2017,2,4,31,small,0.0%,0.000
2017,2,4,32,large,1.0%,0.264
2017,2,4,33,small,0.5%,0.000
2017,2,4,34,large,1.0%,0.350
2017,2,4,35,small,0.0%,0.000
2017,2,4,36,large,2.0%,1.475
2017,2,5,1,large,0.5%,0.000
2017,2,5,2,large,2.0%,1.328
2017,2,5,3,small,0.0%,0.000
2017,2,5,4,small,1.0%,0.170
2017,2,5,5,large,1.0%,0.637
2017,2,5,6,large,0.0%,0.000
2017,2,5,7,small,2.0%,0.527
2017,2,5,8,small,0.5%,0.000
2017,2,5,9,small,0.0%,0.000
2017,2,5,10,large,2.0%,1.189
2017,2,5,11,small,1.0%,0.108
2017,2,5,12,small,0.5%,0.000
2017,2,5,13,small,1.0%,0.151
2017,2,5,14,small,2.0%,0.542
2017,2,5,15,small,0.0%,0.000
2017,2,5,16,small,0.5%,0.000
2017,2,5,17,small,2.0%,0.488
2017,2,5,18,large,0.0%,0.000
2017,2,5,19,small,1.0%,0.230
2017,2,5,20,large,0.5%,0.000
2017,2,5,21,small,0.0%,0.000
2017,2,5,22,small,2.0%,0.615
2017,2,5,23,large,0.5%,0.120
2017,2,5,24,small,1.0%,0.320
2017,2,5,25,large,0.0%,0.000
2017,2,5,26,small,1.0%,0.261
2017,2,5,27,small,2.0%,0.680
2017,2,5,28,small,0.5%,0.000
2017,2,5,29,small,0.5%,0.000
2017,2,5,30,small,2.0%,0.632
2017,2,5,31,small,0.0%,0.000
2017,2,5,32,large,1.0%,0.559
2017,2,5,33,small,0.5%,0.000
2017,2,5,34,large,1.0%,0.610
2017,2,5,35,small,0.0%,0.000
2017,2,5,36,large,2.0%,1.510
2017,2,6,1,large,0.5%,0.276
2017,2,6,2,large,2.0%,1.243
2017,2,6,3,small,0.0%,0.000
2017,2,6,4,small,1.0%,0.084
2017,2,6,5,large,1.0%,0.512
2017,2,6,6,large,0.0%,0.000
2017,2,6,7,small,2.0%,0.543
2017,2,6,8,small,0.5%,0.089
2017,2,6,9,small,0.0%,0.000
2017,2,6,10,large,2.0%,1.213
2017,2,6,11,small,1.0%,0.134
2017,2,6,12,small,0.5%,0.000
2017,2,6,13,small,1.0%,0.216
2017,2,6,14,small,2.0%,0.489
2017,2,6,15,small,0.0%,0.000
2017,2,6,16,small,0.5%,0.000
2017,2,6,17,small,2.0%,0.427
2017,2,6,18,large,0.0%,0.000
2017,2,6,19,small,1.0%,0.187
2017,2,6,20,large,0.5%,0.000
2017,2,6,21,small,0.0%,0.000
2017,2,6,22,small,2.0%,0.487
2017,2,6,23,large,0.5%,0.108
2017,2,6,24,small,1.0%,0.306
2017,2,6,25,large,0.0%,0.000
2017,2,6,26,small,1.0%,0.207
2017,2,6,27,small,2.0%,0.714
2017,2,6,28,small,0.5%,0.000
2017,2,6,29,small,0.5%,0.000
2017,2,6,30,small,2.0%,0.753
2017,2,6,31,small,0.0%,0.000
2017,2,6,32,large,1.0%,0.420
2017,2,6,33,small,0.5%,0.000
2017,2,6,34,large,1.0%,0.705
2017,2,6,35,small,0.0%,0.000
2017,2,6,36,large,2.0%,1.657
2017,2,7,1,large,0.5%,0.000
2017,2,7,2,large,2.0%,1.217
2017,2,7,3,small,0.0%,0.000
2017,2,7,4,small,1.0%,0.145
2017,2,7,5,large,1.0%,0.387
2017,2,7,6,large,0.0%,0.000
2017,2,7,7,small,2.0%,0.451
2017,2,7,8,small,0.5%,0.000
2017,2,7,9,small,0.0%,0.000
2017,2,7,10,large,2.0%,1.064
2017,2,7,11,small,1.0%,0.082
2017,2,7,12,small,0.5%,0.000
2017,2,7,13,small,1.0%,0.125
2017,2,7,14,small,2.0%,0.416
2017,2,7,15,small,0.0%,0.000
2017,2,7,16,small,0.5%,0.000
2017,2,7,17,small,2.0%,0.368
2017,2,7,18,large,0.0%,0.000
2017,2,7,19,small,1.0%,0.144
2017,2,7,20,large,0.5%,0.000
2017,2,7,21,small,0.0%,0.000
2017,2,7,22,small,2.0%,0.478
2017,2,7,23,large,0.5%,0.000
2017,2,7,24,small,1.0%,0.277
2017,2,7,25,large,0.0%,0.000
2017,2,7,26,small,1.0%,0.279
2017,2,7,27,small,2.0%,0.715
2017,2,7,28,small,0.5%,0.000
2017,2,7,29,small,0.5%,0.000
2017,2,7,30,small,2.0%,0.744
2017,2,7,31,small,0.0%,0.000
2017,2,7,32,large,1.0%,0.380
2017,2,7,33,small,0.5%,0.000
2017,2,7,34,large,1.0%,0.500
2017,2,7,35,small,0.0%,0.000
2017,2,7,36,large,2.0%,1.679
2017,2,8,1,large,0.5%,0.097
2017,2,8,2,large,2.0%,1.090
2017,2,8,3,small,0.0%,0.000
2017,2,8,4,small,1.0%,0.111
2017,2,8,5,large,1.0%,0.496
2017,2,8,6,large,0.0%,0.000
2017,2,8,7,small,2.0%,0.534
2017,2,8,8,small,0.5%,0.000
2017,2,8,9,small,0.0%,0.000
2017,2,8,10,large,2.0%,1.236
2017,2,8,11,small,1.0%,0.060
2017,2,8,12,small,0.5%,0.000
2017,2,8,13,small,1.0%,0.164
2017,2,8,14,small,2.0%,0.508
2017,2,8,15,small,0.0%,0.000
2017,2,8,16,small,0.5%,0.000
2017,2,8,17,small,2.0%,0.492
2017,2,8,18,large,0.0%,0.000
2017,2,8,19,small,1.0%,0.196
2017,2,8,20,large,0.5%,0.000
2017,2,8,21,small,0.0%,0.000
2017,2,8,22,small,2.0%,0.593
2017,2,8,23,large,0.5%,0.066
