year,month,day,tank,size,trt,Leftover (g)
2017,2,8,24,small,1.0%,0.260
2017,2,8,25,large,0.0%,0.000
2017,2,8,26,small,1.0%,0.167
2017,2,8,27,small,2.0%,0.708
2017,2,8,28,small,0.5%,0.049
2017,2,8,29,small,0.5%,0.061
2017,2,8,30,small,2.0%,0.659
2017,2,8,31,small,0.0%,0.000
2017,2,8,32,large,1.0%,0.421
2017,2,8,33,small,0.5%,0.000
2017,2,8,34,large,1.0%,0.633
2017,2,8,35,small,0.0%,0.000
2017,2,8,36,large,2.0%,1.683
2017,2,9,1,large,0.5%,0.284
2017,2,9,2,large,2.0%,1.382
2017,2,9,3,small,0.0%,0.000
2017,2,9,4,small,1.0%,0.150
2017,2,9,5,large,1.0%,0.692
2017,2,9,6,large,0.0%,0.000
2017,2,9,7,small,2.0%,0.563
2017,2,9,8,small,0.5%,0.081
2017,2,9,9,small,0.0%,0.000
2017,2,9,10,large,2.0%,1.307
2017,2,9,11,small,1.0%,0.112
2017,2,9,12,small,0.5%,0.000
2017,2,9,13,small,1.0%,0.262
2017,2,9,14,small,2.0%,0.575
2017,2,9,15,small,0.0%,0.000
2017,2,9,16,small,0.5%,0.069
2017,2,9,17,small,2.0%,0.508
2017,2,9,18,large,0.0%,0.000
2017,2,9,19,small,1.0%,0.231
2017,2,9,20,large,0.5%,0.227
2017,2,9,21,small,0.0%,0.000
2017,2,9,22,small,2.0%,0.630
2017,2,9,23,large,0.5%,0.097
2017,2,9,24,small,1.0%,0.341
2017,2,9,25,large,0.0%,0.000
2017,2,9,26,small,1.0%,0.360
2017,2,9,27,small,2.0%,0.628
2017,2,9,28,small,0.5%,0.110
2017,2,9,29,small,0.5%,0.163
2017,2,9,30,small,2.0%,0.777
2017,2,9,31,small,0.0%,0.000
2017,2,9,32,large,1.0%,0.656
2017,2,9,33,small,0.5%,0.000
2017,2,9,34,large,1.0%,0.723
2017,2,9,35,small,0.0%,0.000
2017,2,9,36,large,2.0%,1.920
2017,2,10,1,large,0.5%,0.000
2017,2,10,2,large,2.0%,1.131
2017,2,10,3,small,0.0%,0.000
2017,2,10,4,small,1.0%,0.098
2017,2,10,5,large,1.0%,0.324
2017,2,10,6,large,0.0%,0.000
2017,2,10,7,small,2.0%,0.480
2017,2,10,8,small,0.5%,0.000
2017,2,10,9,small,0.0%,0.000
2017,2,10,10,large,2.0%,1.064
2017,2,10,11,small,1.0%,0.075
2017,2,10,12,small,0.5%,0.000
2017,2,10,13,small,1.0%,0.193
2017,2,10,14,small,2.0%,0.398
2017,2,10,15,small,0.0%,0.000
2017,2,10,16,small,0.5%,0.000
2017,2,10,17,small,2.0%,0.370
2017,2,10,18,large,0.0%,0.000
2017,2,10,19,small,1.0%,0.139
2017,2,10,20,large,0.5%,0.000
2017,2,10,21,small,0.0%,0.000
2017,2,10,22,small,2.0%,0.555
2017,2,10,23,large,0.5%,0.000
2017,2,10,24,small,1.0%,0.175
2017,2,10,25,large,0.0%,0.000
2017,2,10,26,small,1.0%,0.174
2017,2,10,27,small,2.0%,0.558
2017,2,10,28,small,0.5%,0.000
2017,2,10,29,small,0.5%,0.000
2017,2,10,30,small,2.0%,0.658
2017,2,10,31,small,0.0%,0.000
2017,2,10,32,large,1.0%,0.302
2017,2,10,33,small,0.5%,0.000
2017,2,10,34,large,1.0%,0.273
2017,2,10,35,small,0.0%,0.000
2017,2,10,36,large,2.0%,1.588
2017,2,11,1,large,0.5%,0.000
2017,2,11,2,large,2.0%,1.086
2017,2,11,3,small,0.0%,0.000
2017,2,11,4,small,1.0%,0.067
2017,2,11,5,large,1.0%,0.549
2017,2,11,6,large,0.0%,0.000
2017,2,11,7,small,2.0%,0.536
2017,2,11,8,small,0.5%,0.000
2017,2,11,9,small,0.0%,0.000
2017,2,11,10,large,2.0%,1.041
2017,2,11,11,small,1.0%,0.077
2017,2,11,12,small,0.5%,0.000
2017,2,11,13,small,1.0%,0.154
2017,2,11,14,small,2.0%,0.437
2017,2,11,15,small,0.0%,0.000
2017,2,11,16,small,0.5%,0.000
2017,2,11,17,small,2.0%,0.418
2017,2,11,18,large,0.0%,0.000
2017,2,11,19,small,1.0%,0.181
2017,2,11,20,large,0.5%,0.000
2017,2,11,21,small,0.0%,0.000
2017,2,11,22,small,2.0%,0.532
2017,2,11,23,large,0.5%,0.112
2017,2,11,24,small,1.0%,0.222
2017,2,11,25,large,0.0%,0.000
2017,2,11,26,small,1.0%,0.228
2017,2,11,27,small,2.0%,0.555
2017,2,11,28,small,0.5%,0.000
2017,2,11,29,small,0.5%,0.000
2017,2,11,30,small,2.0%,0.581
2017,2,11,31,small,0.0%,0.000
2017,2,11,32,large,1.0%,0.389
2017,2,11,33,small,0.5%,0.000
2017,2,11,34,large,1.0%,0.602
2017,2,11,35,small,0.0%,0.000
2017,2,11,36,large,2.0%,1.538
2017,2,12,1,large,0.5%,0.140
2017,2,12,2,large,2.0%,1.210
2017,2,12,3,small,0.0%,0.000
2017,2,12,4,small,1.0%,0.088
2017,2,12,5,large,1.0%,0.468
2017,2,12,6,large,0.0%,0.000
2017,2,12,7,small,2.0%,0.500
2017,2,12,8,small,0.5%,0.071
2017,2,12,9,small,0.0%,0.000
2017,2,12,10,large,2.0%,1.003
2017,2,12,11,small,1.0%,0.085
2017,2,12,12,small,0.5%,0.000
2017,2,12,13,small,1.0%,0.143
2017,2,12,14,small,2.0%,0.535
2017,2,12,15,small,0.0%,0.000
2017,2,12,16,small,0.5%,0.000
2017,2,12,17,small,2.0%,0.478
2017,2,12,18,large,0.0%,0.000
2017,2,12,19,small,1.0%,0.104
2017,2,12,20,large,0.5%,0.089
2017,2,12,21,small,0.0%,0.000
2017,2,12,22,small,2.0%,0.558
2017,2,12,23,large,0.5%,0.000
2017,2,12,24,small,1.0%,0.317
2017,2,12,25,large,0.0%,0.000
2017,2,12,26,small,1.0%,0.178
2017,2,12,27,small,2.0%,0.686
2017,2,12,28,small,0.5%,0.110
2017,2,12,29,small,0.5%,0.000
2017,2,12,30,small,2.0%,0.680
2017,2,12,31,small,0.0%,0.000
2017,2,12,32,large,1.0%,0.437
2017,2,12,33,small,0.5%,0.000
2017,2,12,34,large,1.0%,0.574
2017,2,12,35,small,0.0%,0.000
2017,2,12,36,large,2.0%,1.756
2017,2,13,1,large,0.5%,0.156
2017,2,13,2,large,2.0%,1.185
2017,2,13,3,small,0.0%,0.000
2017,2,13,4,small,1.0%,0.147
2017,2,13,5,large,1.0%,0.420
2017,2,13,6,large,0.0%,0.000
2017,2,13,7,small,2.0%,0.494
2017,2,13,8,small,0.5%,0.000
2017,2,13,9,small,0.0%,0.000
2017,2,13,10,large,2.0%,1.175
2017,2,13,11,small,1.0%,0.078
2017,2,13,12,small,0.5%,0.000
2017,2,13,13,small,1.0%,0.204
2017,2,13,14,small,2.0%,0.442
2017,2,13,15,small,0.0%,0.000
2017,2,13,16,small,0.5%,0.000
2017,2,13,17,small,2.0%,0.449
2017,2,13,18,large,0.0%,0.000
2017,2,13,19,small,1.0%,0.222
2017,2,13,20,large,0.5%,0.094
2017,2,13,21,small,0.0%,0.000
2017,2,13,22,small,2.0%,0.553
2017,2,13,23,large,0.5%,0.000
2017,2,13,24,small,1.0%,0.293
2017,2,13,25,large,0.0%,0.000
2017,2,13,26,small,1.0%,0.277
2017,2,13,27,small,2.0%,0.626
2017,2,13,28,small,0.5%,0.000
2017,2,13,29,small,0.5%,0.000
2017,2,13,30,small,2.0%,0.786
2017,2,13,31,small,0.0%,0.000
2017,2,13,32,large,1.0%,0.351
2017,2,13,33,small,0.5%,0.000
2017,2,13,34,large,1.0%,0.605
2017,2,13,35,small,0.0%,0.000
2017,2,13,36,large,2.0%,1.727
2017,2,14,1,large,0.5%,0.000
2017,2,14,2,large,2.0%,0.000
2017,2,14,3,small,0.0%,0.000
2017,2,14,4,small,1.0%,0.000
2017,2,14,5,large,1.0%,0.000
2017,2,14,6,large,0.0%,0.000
2017,2,14,7,small,2.0%,0.000
2017,2,14,8,small,0.5%,0.000
2017,2,14,9,small,0.0%,0.000
2017,2,14,10,large,2.0%,0.000
2017,2,14,11,small,1.0%,0.000
2017,2,14,12,small,0.5%,0.000
2017,2,14,13,small,1.0%,0.000
2017,2,14,14,small,2.0%,0.000
2017,2,14,15,small,0.0%,0.000
2017,2,14,16,small,0.5%,0.000
2017,2,14,17,small,2.0%,0.000
2017,2,14,18,large,0.0%,0.000
2017,2,14,19,small,1.0%,0.000
2017,2,14,20,large,0.5%,0.000
2017,2,14,21,small,0.0%,0.000
2017,2,14,22,small,2.0%,0.000
2017,2,14,23,large,0.5%,0.000
2017,2,14,24,small,1.0%,0.000
2017,2,14,25,large,0.0%,0.000
2017,2,14,26,small,1.0%,0.000
2017,2,14,27,small,2.0%,0.000
2017,2,14,28,small,0.5%,0.000
2017,2,14,29,small,0.5%,0.000
2017,2,14,30,small,2.0%,0.000
2017,2,14,31,small,0.0%,0.000
2017,2,14,32,large,1.0%,0.000
2017,2,14,33,small,0.5%,0.000
2017,2,14,34,large,1.0%,0.000
2017,2,14,35,small,0.0%,0.000
2017,2,14,36,large,2.0%,0.000
2017,2,15,1,large,0.5%,0.000
2017,2,15,2,large,2.0%,1.026
2017,2,15,3,small,0.0%,0.000
2017,2,15,4,small,1.0%,0.035
2017,2,15,5,large,1.0%,0.448
2017,2,15,6,large,0.0%,0.000
2017,2,15,7,small,2.0%,0.414
2017,2,15,8,small,0.5%,0.000
2017,2,15,9,small,0.0%,0.000
2017,2,15,10,large,2.0%,1.108
2017,2,15,11,small,1.0%,0.028
2017,2,15,12,small,0.5%,0.000
2017,2,15,13,small,1.0%,0.088
2017,2,15,14,small,2.0%,0.519
2017,2,15,15,small,0.0%,0.000
2017,2,15,16,small,0.5%,0.000
2017,2,15,17,small,2.0%,0.482
2017,2,15,18,large,0.0%,0.000
2017,2,15,19,small,1.0%,0.121
2017,2,15,20,large,0.5%,0.000
2017,2,15,21,small,0.0%,0.000
2017,2,15,22,small,2.0%,0.534
2017,2,15,23,large,0.5%,0.000
2017,2,15,24,small,1.0%,0.230
2017,2,15,25,large,0.0%,0.000
2017,2,15,26,small,1.0%,0.108
2017,2,15,27,small,2.0%,0.517
2017,2,15,28,small,0.5%,0.000
2017,2,15,29,small,0.5%,0.000
2017,2,15,30,small,2.0%,0.670
2017,2,15,31,small,0.0%,0.000
2017,2,15,32,large,1.0%,0.316
2017,2,15,33,small,0.5%,0.000
2017,2,15,34,large,1.0%,0.169
2017,2,15,35,small,0.0%,0.000
2017,2,15,36,large,2.0%,1.649
2017,2,16,1,large,0.5%,0.121
2017,2,16,2,large,2.0%,1.247
2017,2,16,3,small,0.0%,0.000
2017,2,16,4,small,1.0%,0.129
2017,2,16,5,large,1.0%,0.459
2017,2,16,6,large,0.0%,0.000
2017,2,16,7,small,2.0%,0.568
2017,2,16,8,small,0.5%,0.027
2017,2,16,9,small,0.0%,0.000
2017,2,16,10,large,2.0%,1.114
2017,2,16,11,small,1.0%,0.141
2017,2,16,12,small,0.5%,0.000
2017,2,16,13,small,1.0%,0.257
2017,2,16,14,small,2.0%,0.429
2017,2,16,15,small,0.0%,0.000
2017,2,16,16,small,0.5%,0.000
2017,2,16,17,small,2.0%,0.495
2017,2,16,18,large,0.0%,0.000
2017,2,16,19,small,1.0%,0.312
2017,2,16,20,large,0.5%,0.178
2017,2,16,21,small,0.0%,0.000
2017,2,16,22,small,2.0%,0.588
2017,2,16,23,large,0.5%,0.042
2017,2,16,24,small,1.0%,0.240
2017,2,16,25,large,0.0%,0.000
2017,2,16,26,small,1.0%,0.258
2017,2,16,27,small,2.0%,0.698
2017,2,16,28,small,0.5%,0.000
2017,2,16,29,small,0.5%,0.067
2017,2,16,30,small,2.0%,0.765
2017,2,16,31,small,0.0%,0.000
2017,2,16,32,large,1.0%,0.443
2017,2,16,33,small,0.5%,0.000
2017,2,16,34,large,1.0%,0.634
2017,2,16,35,small,0.0%,0.000
2017,2,16,36,large,2.0%,1.735
2017,2,17,1,large,0.5%,0.000
2017,2,17,2,large,2.0%,1.105
2017,2,17,3,small,0.0%,0.000
2017,2,17,4,small,1.0%,0.100
2017,2,17,5,large,1.0%,0.340
2017,2,17,6,large,0.0%,0.000
2017,2,17,7,small,2.0%,0.517
2017,2,17,8,small,0.5%,0.000
2017,2,17,9,small,0.0%,0.000
2017,2,17,10,large,2.0%,1.007
2017,2,17,11,small,1.0%,0.072
2017,2,17,12,small,0.5%,0.000
2017,2,17,13,small,1.0%,0.119
2017,2,17,14,small,2.0%,0.437
2017,2,17,15,small,0.0%,0.000
2017,2,17,16,small,0.5%,0.000
2017,2,17,17,small,2.0%,0.488
2017,2,17,18,large,0.0%,0.000
2017,2,17,19,small,1.0%,0.150
2017,2,17,20,large,0.5%,0.000
2017,2,17,21,small,0.0%,0.000
2017,2,17,22,small,2.0%,0.500
2017,2,17,23,large,0.5%,0.000
2017,2,17,24,small,1.0%,0.150
2017,2,17,25,large,0.0%,0.000
2017,2,17,26,small,1.0%,0.167
2017,2,17,27,small,2.0%,0.597
2017,2,17,28,small,0.5%,0.000
2017,2,17,29,small,0.5%,0.000
2017,2,17,30,small,2.0%,0.596
2017,2,17,31,small,0.0%,0.000
2017,2,17,32,large,1.0%,0.343
2017,2,17,33,small,0.5%,0.000
2017,2,17,34,large,1.0%,0.399
2017,2,17,35,small,0.0%,0.000
2017,2,17,36,large,2.0%,1.590
2017,2,18,1,large,0.5%,0.000
2017,2,18,2,large,2.0%,1.200
2017,2,18,3,small,0.0%,0.000
2017,2,18,4,small,1.0%,0.110
2017,2,18,5,large,1.0%,0.561
2017,2,18,6,large,0.0%,0.000
2017,2,18,7,small,2.0%,0.534
2017,2,18,8,small,0.5%,0.000
2017,2,18,9,small,0.0%,0.000
2017,2,18,10,large,2.0%,1.150
2017,2,18,11,small,1.0%,0.105
2017,2,18,12,small,0.5%,0.000
2017,2,18,13,small,1.0%,0.186
2017,2,18,14,small,2.0%,0.497
2017,2,18,15,small,0.0%,0.000
2017,2,18,16,small,0.5%,0.000
2017,2,18,17,small,2.0%,0.414
2017,2,18,18,large,0.0%,0.000
2017,2,18,19,small,1.0%,0.185
2017,2,18,20,large,0.5%,0.000
2017,2,18,21,small,0.0%,0.000
2017,2,18,22,small,2.0%,0.570
2017,2,18,23,large,0.5%,0.111
2017,2,18,24,small,1.0%,0.355
2017,2,18,25,large,0.0%,0.000
2017,2,18,26,small,1.0%,0.250
2017,2,18,27,small,2.0%,0.663
2017,2,18,28,small,0.5%,0.088
2017,2,18,29,small,0.5%,0.000
2017,2,18,30,small,2.0%,0.769
2017,2,18,31,small,0.0%,0.000
2017,2,18,32,large,1.0%,0.422
2017,2,18,33,small,0.5%,0.000
2017,2,18,34,large,1.0%,0.625
2017,2,18,35,small,0.0%,0.000
2017,2,18,36,large,2.0%,1.714
2017,2,19,1,large,0.5%,0.147
2017,2,19,2,large,2.0%,1.077
2017,2,19,3,small,0.0%,0.000
2017,2,19,4,small,1.0%,0.089
2017,2,19,5,large,1.0%,0.619
2017,2,19,6,large,0.0%,0.000
2017,2,19,7,small,2.0%,0.492
2017,2,19,8,small,0.5%,0.000
2017,2,19,9,small,0.0%,0.000
2017,2,19,10,large,2.0%,1.016
2017,2,19,11,small,1.0%,0.097
2017,2,19,12,small,0.5%,0.000
2017,2,19,13,small,1.0%,0.219
2017,2,19,14,small,2.0%,0.577
2017,2,19,15,small,0.0%,0.000
2017,2,19,16,small,0.5%,0.000
2017,2,19,17,small,2.0%,0.418
2017,2,19,18,large,0.0%,0.000
2017,2,19,19,small,1.0%,0.169
2017,2,19,20,large,0.5%,0.095
2017,2,19,21,small,0.0%,0.000
2017,2,19,22,small,2.0%,0.560
2017,2,19,23,large,0.5%,0.141
2017,2,19,24,small,1.0%,0.306
2017,2,19,25,large,0.0%,0.000
2017,2,19,26,small,1.0%,0.138
2017,2,19,27,small,2.0%,0.599
2017,2,19,28,small,0.5%,0.000
2017,2,19,29,small,0.5%,0.089
2017,2,19,30,small,2.0%,0.697
2017,2,19,31,small,0.0%,0.000
2017,2,19,32,large,1.0%,0.463
2017,2,19,33,small,0.5%,0.000
2017,2,19,34,large,1.0%,0.552
2017,2,19,35,small,0.0%,0.000
2017,2,19,36,large,2.0%,1.578
2017,2,20,1,large,0.5%,0.180
2017,2,20,2,large,2.0%,1.301
2017,2,20,3,small,0.0%,0.000
2017,2,20,4,small,1.0%,0.128
2017,2,20,5,large,1.0%,0.533
2017,2,20,6,large,0.0%,0.000
2017,2,20,7,small,2.0%,0.499
2017,2,20,8,small,0.5%,0.000
2017,2,20,9,small,0.0%,0.000
2017,2,20,10,large,2.0%,1.125
2017,2,20,11,small,1.0%,0.072
2017,2,20,12,small,0.5%,0.000
2017,2,20,13,small,1.0%,0.245
2017,2,20,14,small,2.0%,0.497
2017,2,20,15,small,0.0%,0.000
2017,2,20,16,small,0.5%,0.070
2017,2,20,17,small,2.0%,0.418
2017,2,20,18,large,0.0%,0.000
2017,2,20,19,small,1.0%,0.209
2017,2,20,20,large,0.5%,0.124
2017,2,20,21,small,0.0%,0.000
2017,2,20,22,small,2.0%,0.524
2017,2,20,23,large,0.5%,0.053
2017,2,20,24,small,1.0%,0.222
2017,2,20,25,large,0.0%,0.000
2017,2,20,26,small,1.0%,0.359
2017,2,20,27,small,2.0%,0.649
2017,2,20,28,small,0.5%,0.113
2017,2,20,29,small,0.5%,0.000
2017,2,20,30,small,2.0%,0.701
2017,2,20,31,small,0.0%,0.000
2017,2,20,32,large,1.0%,0.605
2017,2,20,33,small,0.5%,0.140
2017,2,20,34,large,1.0%,0.627
2017,2,20,35,small,0.0%,0.000
2017,2,20,36,large,2.0%,1.799
2017,2,21,1,large,0.5%,0.114
2017,2,21,2,large,2.0%,1.100
2017,2,21,3,small,0.0%,0.000
2017,2,21,4,small,1.0%,0.085
2017,2,21,5,large,1.0%,0.463
2017,2,21,6,large,0.0%,0.000
2017,2,21,7,small,2.0%,0.475
2017,2,21,8,small,0.5%,0.000
2017,2,21,9,small,0.0%,0.000
2017,2,21,10,large,2.0%,0.957
2017,2,21,11,small,1.0%,0.083
2017,2,21,12,small,0.5%,0.000
2017,2,21,13,small,1.0%,0.181
2017,2,21,14,small,2.0%,0.498
2017,2,21,15,small,0.0%,0.000
2017,2,21,16,small,0.5%,0.000
2017,2,21,17,small,2.0%,0.461
2017,2,21,18,large,0.0%,0.000
2017,2,21,19,small,1.0%,0.114
2017,2,21,20,large,0.5%,0.000
2017,2,21,21,small,0.0%,0.000
2017,2,21,22,small,2.0%,0.467
2017,2,21,23,large,0.5%,0.067
2017,2,21,24,small,1.0%,0.252
2017,2,21,25,large,0.0%,0.000
2017,2,21,26,small,1.0%,0.155
2017,2,21,27,small,2.0%,0.494
2017,2,21,28,small,0.5%,0.047
2017,2,21,29,small,0.5%,0.000
2017,2,21,30,small,2.0%,0.783
2017,2,21,31,small,0.0%,0.000
2017,2,21,32,large,1.0%,0.300
2017,2,21,33,small,0.5%,0.000
2017,2,21,34,large,1.0%,0.419
2017,2,21,35,small,0.0%,0.000
2017,2,21,36,large,2.0%,1.526
2017,2,22,1,large,0.5%,0.000
2017,2,22,2,large,2.0%,1.191
2017,2,22,3,small,0.0%,0.000
2017,2,22,4,small,1.0%,0.100
2017,2,22,5,large,1.0%,0.415
2017,2,22,6,large,0.0%,0.000
2017,2,22,7,small,2.0%,0.528
2017,2,22,8,small,0.5%,0.000
2017,2,22,9,small,0.0%,0.000
2017,2,22,10,large,2.0%,1.101
2017,2,22,11,small,1.0%,0.077
2017,2,22,12,small,0.5%,0.000
2017,2,22,13,small,1.0%,0.107
2017,2,22,14,small,2.0%,0.510
2017,2,22,15,small,0.0%,0.000
2017,2,22,16,small,0.5%,0.000
2017,2,22,17,small,2.0%,0.471
2017,2,22,18,large,0.0%,0.000
2017,2,22,19,small,1.0%,0.186
2017,2,22,20,large,0.5%,0.000
2017,2,22,21,small,0.0%,0.000
2017,2,22,22,small,2.0%,0.590
2017,2,22,23,large,0.5%,0.000
2017,2,22,24,small,1.0%,0.323
2017,2,22,25,large,0.0%,0.000
2017,2,22,26,small,1.0%,0.234
2017,2,22,27,small,2.0%,0.580
2017,2,22,28,small,0.5%,0.000
2017,2,22,29,small,0.5%,0.000
2017,2,22,30,small,2.0%,0.780
2017,2,22,31,small,0.0%,0.000
2017,2,22,32,large,1.0%,0.345
2017,2,22,33,small,0.5%,0.000
2017,2,22,34,large,1.0%,0.431
2017,2,22,35,small,0.0%,0.000
2017,2,22,36,large,2.0%,1.735
2017,2,23,1,large,0.5%,0.000
2017,2,23,2,large,2.0%,1.194
2017,2,23,3,small,0.0%,0.000
2017,2,23,4,small,1.0%,0.075
2017,2,23,5,large,1.0%,0.575
2017,2,23,6,large,0.0%,0.000
2017,2,23,7,small,2.0%,0.509
2017,2,23,8,small,0.5%,0.000
2017,2,23,9,small,0.0%,0.000
2017,2,23,10,large,2.0%,0.926
2017,2,23,11,small,1.0%,0.106
2017,2,23,12,small,0.5%,0.000
2017,2,23,13,small,1.0%,0.134
2017,2,23,14,small,2.0%,0.524
2017,2,23,15,small,0.0%,0.000
2017,2,23,16,small,0.5%,0.043
2017,2,23,17,small,2.0%,0.408
2017,2,23,18,large,0.0%,0.000
2017,2,23,19,small,1.0%,0.132
2017,2,23,20,large,0.5%,0.000
2017,2,23,21,small,0.0%,0.000
2017,2,23,22,small,2.0%,0.564
2017,2,23,23,large,0.5%,0.000
2017,2,23,24,small,1.0%,0.270
2017,2,23,25,large,0.0%,0.000
2017,2,23,26,small,1.0%,0.183
2017,2,23,27,small,2.0%,0.640
2017,2,23,28,small,0.5%,0.000
2017,2,23,29,small,0.5%,0.000
2017,2,23,30,small,2.0%,0.645
2017,2,23,31,small,0.0%,0.000
2017,2,23,32,large,1.0%,0.410
2017,2,23,33,small,0.5%,0.000
2017,2,23,34,large,1.0%,0.339
2017,2,23,35,small,0.0%,0.000
2017,2,23,36,large,2.0%,1.655
2017,2,24,1,large,0.5%,0.193
2017,2,24,2,large,2.0%,1.265
2017,2,24,3,small,0.0%,0.000
2017,2,24,4,small,1.0%,0.177
2017,2,24,5,large,1.0%,0.737
2017,2,24,6,large,0.0%,0.000
2017,2,24,7,small,2.0%,0.590
2017,2,24,8,small,0.5%,0.000
2017,2,24,9,small,0.0%,0.000
2017,2,24,10,large,2.0%,1.158
2017,2,24,11,small,1.0%,0.126
2017,2,24,12,small,0.5%,0.000
2017,2,24,13,small,1.0%,0.221
2017,2,24,14,small,2.0%,0.509
2017,2,24,15,small,0.0%,0.000
2017,2,24,16,small,0.5%,0.000
2017,2,24,17,small,2.0%,0.442
2017,2,24,18,large,0.0%,0.000
2017,2,24,19,small,1.0%,0.245
2017,2,24,20,large,0.5%,0.183
2017,2,24,21,small,0.0%,0.000
2017,2,24,22,small,2.0%,0.519
2017,2,24,23,large,0.5%,0.087
2017,2,24,24,small,1.0%,0.268
2017,2,24,25,large,0.0%,0.000
2017,2,24,26,small,1.0%,0.275
2017,2,24,27,small,2.0%,0.767
2017,2,24,28,small,0.5%,0.000
2017,2,24,29,small,0.5%,0.000
2017,2,24,30,small,2.0%,0.738
2017,2,24,31,small,0.0%,0.000
2017,2,24,32,large,1.0%,0.596
2017,2,24,33,small,0.5%,0.160
2017,2,24,34,large,1.0%,0.818
2017,2,24,35,small,0.0%,0.000
2017,2,24,36,large,2.0%,1.941
2017,2,25,1,large,0.5%,0.137
2017,2,25,2,large,2.0%,1.291
2017,2,25,3,small,0.0%,0.000
2017,2,25,4,small,1.0%,0.000
2017,2,25,5,large,1.0%,0.396
2017,2,25,6,large,0.0%,0.000
2017,2,25,7,small,2.0%,0.434
2017,2,25,8,small,0.5%,0.000
2017,2,25,9,small,0.0%,0.000
2017,2,25,10,large,2.0%,1.041
2017,2,25,11,small,1.0%,0.079
2017,2,25,12,small,0.5%,0.000
2017,2,25,13,small,1.0%,0.145
2017,2,25,14,small,2.0%,0.458
2017,2,25,15,small,0.0%,0.000
2017,2,25,16,small,0.5%,0.050
2017,2,25,17,small,2.0%,0.498
2017,2,25,18,large,0.0%,0.000
2017,2,25,19,small,1.0%,0.217
2017,2,25,20,large,0.5%,0.000
2017,2,25,21,small,0.0%,0.000
2017,2,25,22,small,2.0%,0.585
2017,2,25,23,large,0.5%,0.000
2017,2,25,24,small,1.0%,0.288
2017,2,25,25,large,0.0%,0.000
2017,2,25,26,small,1.0%,0.241
2017,2,25,27,small,2.0%,0.681
2017,2,25,28,small,0.5%,0.000
2017,2,25,29,small,0.5%,0.066
2017,2,25,30,small,2.0%,0.680
2017,2,25,31,small,0.0%,0.000
2017,2,25,32,large,1.0%,0.431
2017,2,25,33,small,0.5%,0.000
2017,2,25,34,large,1.0%,0.522
2017,2,25,35,small,0.0%,0.000
2017,2,25,36,large,2.0%,1.680
2017,2,26,1,large,0.5%,0.000
2017,2,26,2,large,2.0%,0.000
2017,2,26,3,small,0.0%,0.000
2017,2,26,4,small,1.0%,0.000
2017,2,26,5,large,1.0%,0.000
2017,2,26,6,large,0.0%,0.000
2017,2,26,7,small,2.0%,0.000
2017,2,26,8,small,0.5%,0.000
2017,2,26,9,small,0.0%,0.000
2017,2,26,10,large,2.0%,0.000
2017,2,26,11,small,1.0%,0.000
2017,2,26,12,small,0.5%,0.000
2017,2,26,13,small,1.0%,0.000
2017,2,26,14,small,2.0%,0.000
2017,2,26,15,small,0.0%,0.000
2017,2,26,16,small,0.5%,0.000
2017,2,26,17,small,2.0%,0.000
2017,2,26,18,large,0.0%,0.000
2017,2,26,19,small,1.0%,0.205
2017,2,26,20,large,0.5%,0.150
2017,2,26,21,small,0.0%,0.000
2017,2,26,22,small,2.0%,0.602
2017,2,26,23,large,0.5%,0.136
2017,2,26,24,small,1.0%,0.272
2017,2,26,25,large,0.0%,0.000
2017,2,26,26,small,1.0%,0.301
2017,2,26,27,small,2.0%,0.715
2017,2,26,28,small,0.5%,0.137
2017,2,26,29,small,0.5%,0.048
2017,2,26,30,small,2.0%,0.737
2017,2,26,31,small,0.0%,0.000
2017,2,26,32,large,1.0%,0.507
2017,2,26,33,small,0.5%,0.070
2017,2,26,34,large,1.0%,0.708
2017,2,26,35,small,0.0%,0.000
2017,2,26,36,large,2.0%,1.750
2017,2,27,1,large,0.5%,0.000
2017,2,27,2,large,2.0%,0.000
2017,2,27,3,small,0.0%,0.000
2017,2,27,4,small,1.0%,0.000
2017,2,27,5,large,1.0%,0.000
2017,2,27,6,large,0.0%,0.000
2017,2,27,7,small,2.0%,0.000
2017,2,27,8,small,0.5%,0.000
2017,2,27,9,small,0.0%,0.000
2017,2,27,10,large,2.0%,0.000
2017,2,27,11,small,1.0%,0.000
2017,2,27,12,small,0.5%,0.000
2017,2,27,13,small,1.0%,0.000
2017,2,27,14,small,2.0%,0.000
2017,2,27,15,small,0.0%,0.000
2017,2,27,16,small,0.5%,0.000
2017,2,27,17,small,2.0%,0.000
2017,2,27,18,large,0.0%,0.000
2017,2,27,19,small,1.0%,0.000
2017,2,27,20,large,0.5%,0.000
2017,2,27,21,small,0.0%,0.000
2017,2,27,22,small,2.0%,0.000
2017,2,27,23,large,0.5%,0.000
2017,2,27,24,small,1.0%,0.000
2017,2,27,25,large,0.0%,0.000
2017,2,27,26,small,1.0%,0.000
2017,2,27,27,small,2.0%,0.000
2017,2,27,28,small,0.5%,0.000
2017,2,27,29,small,0.5%,0.000
2017,2,27,30,small,2.0%,0.000
2017,2,27,31,small,0.0%,0.000
2017,2,27,32,large,1.0%,0.000
2017,2,27,33,small,0.5%,0.000
2017,2,27,34,large,1.0%,0.000
2017,2,27,35,small,0.0%,0.000
2017,2,27,36,large,2.0%,0.000
2017,2,28,1,large,0.5%,0.000
